,video_name,tag
0,dataset/train/Archery/v_Archery_g01_c04.avi,Archery
1,dataset/train/Archery/v_Archery_g02_c01.avi,Archery
2,dataset/train/Archery/v_Archery_g02_c05.avi,Archery
3,dataset/train/Archery/v_Archery_g03_c02.avi,Archery
4,dataset/train/Archery/v_Archery_g04_c01.avi,Archery
5,dataset/train/Archery/v_Archery_g04_c03.avi,Archery
6,dataset/train/Archery/v_Archery_g05_c04.avi,Archery
7,dataset/train/Archery/v_Archery_g06_c01.avi,Archery
8,dataset/train/Archery/v_Archery_g06_c03.avi,Archery
9,dataset/train/Archery/v_Archery_g06_c05.avi,Archery
10,dataset/train/Archery/v_Archery_g07_c01.avi,Archery
11,dataset/train/Archery/v_Archery_g07_c05.avi,Archery
12,dataset/train/Archery/v_Archery_g08_c01.avi,Archery
13,dataset/train/Archery/v_Archery_g09_c02.avi,Archery
14,dataset/train/Archery/v_Archery_g10_c03.avi,Archery
15,dataset/train/Archery/v_Archery_g10_c05.avi,Archery
16,dataset/train/Archery/v_Archery_g11_c04.avi,Archery
17,dataset/train/Archery/v_Archery_g11_c06.avi,Archery
18,dataset/train/Archery/v_Archery_g13_c03.avi,Archery
19,dataset/train/Archery/v_Archery_g13_c07.avi,Archery
20,dataset/train/Archery/v_Archery_g14_c04.avi,Archery
21,dataset/train/Archery/v_Archery_g15_c02.avi,Archery
22,dataset/train/Archery/v_Archery_g19_c03.avi,Archery
23,dataset/train/Archery/v_Archery_g20_c05.avi,Archery
24,dataset/train/Archery/v_Archery_g22_c02.avi,Archery
25,dataset/train/Archery/v_Archery_g22_c04.avi,Archery
26,dataset/train/Archery/v_Archery_g23_c05.avi,Archery
27,dataset/train/Archery/v_Archery_g24_c04.avi,Archery
28,dataset/train/Archery/v_Archery_g24_c06.avi,Archery
29,dataset/train/Archery/v_Archery_g25_c04.avi,Archery
30,dataset/train/BabyCrawling/v_BabyCrawling_g01_c03.avi,BabyCrawling
31,dataset/train/BabyCrawling/v_BabyCrawling_g02_c01.avi,BabyCrawling
32,dataset/train/BabyCrawling/v_BabyCrawling_g02_c03.avi,BabyCrawling
33,dataset/train/BabyCrawling/v_BabyCrawling_g02_c05.avi,BabyCrawling
34,dataset/train/BabyCrawling/v_BabyCrawling_g05_c01.avi,BabyCrawling
35,dataset/train/BabyCrawling/v_BabyCrawling_g06_c04.avi,BabyCrawling
36,dataset/train/BabyCrawling/v_BabyCrawling_g07_c02.avi,BabyCrawling
37,dataset/train/BabyCrawling/v_BabyCrawling_g07_c06.avi,BabyCrawling
38,dataset/train/BabyCrawling/v_BabyCrawling_g08_c02.avi,BabyCrawling
39,dataset/train/BabyCrawling/v_BabyCrawling_g08_c04.avi,BabyCrawling
40,dataset/train/BabyCrawling/v_BabyCrawling_g10_c04.avi,BabyCrawling
41,dataset/train/BabyCrawling/v_BabyCrawling_g11_c01.avi,BabyCrawling
42,dataset/train/BabyCrawling/v_BabyCrawling_g11_c03.avi,BabyCrawling
43,dataset/train/BabyCrawling/v_BabyCrawling_g12_c03.avi,BabyCrawling
44,dataset/train/BabyCrawling/v_BabyCrawling_g14_c01.avi,BabyCrawling
45,dataset/train/BabyCrawling/v_BabyCrawling_g14_c03.avi,BabyCrawling
46,dataset/train/BabyCrawling/v_BabyCrawling_g15_c01.avi,BabyCrawling
47,dataset/train/BabyCrawling/v_BabyCrawling_g15_c03.avi,BabyCrawling
48,dataset/train/BabyCrawling/v_BabyCrawling_g15_c05.avi,BabyCrawling
49,dataset/train/BabyCrawling/v_BabyCrawling_g16_c05.avi,BabyCrawling
50,dataset/train/BabyCrawling/v_BabyCrawling_g17_c01.avi,BabyCrawling
51,dataset/train/BabyCrawling/v_BabyCrawling_g17_c05.avi,BabyCrawling
52,dataset/train/BabyCrawling/v_BabyCrawling_g18_c02.avi,BabyCrawling
53,dataset/train/BabyCrawling/v_BabyCrawling_g20_c03.avi,BabyCrawling
54,dataset/train/BabyCrawling/v_BabyCrawling_g20_c05.avi,BabyCrawling
55,dataset/train/BabyCrawling/v_BabyCrawling_g20_c07.avi,BabyCrawling
56,dataset/train/BabyCrawling/v_BabyCrawling_g23_c01.avi,BabyCrawling
57,dataset/train/BabyCrawling/v_BabyCrawling_g24_c01.avi,BabyCrawling
58,dataset/train/BabyCrawling/v_BabyCrawling_g24_c05.avi,BabyCrawling
59,dataset/train/BabyCrawling/v_BabyCrawling_g25_c01.avi,BabyCrawling
60,dataset/train/BalanceBeam/v_BalanceBeam_g01_c03.avi,BalanceBeam
61,dataset/train/BalanceBeam/v_BalanceBeam_g02_c03.avi,BalanceBeam
62,dataset/train/BalanceBeam/v_BalanceBeam_g03_c01.avi,BalanceBeam
63,dataset/train/BalanceBeam/v_BalanceBeam_g03_c03.avi,BalanceBeam
64,dataset/train/BalanceBeam/v_BalanceBeam_g04_c01.avi,BalanceBeam
65,dataset/train/BalanceBeam/v_BalanceBeam_g04_c03.avi,BalanceBeam
66,dataset/train/BalanceBeam/v_BalanceBeam_g05_c01.avi,BalanceBeam
67,dataset/train/BalanceBeam/v_BalanceBeam_g05_c03.avi,BalanceBeam
68,dataset/train/BalanceBeam/v_BalanceBeam_g06_c01.avi,BalanceBeam
69,dataset/train/BalanceBeam/v_BalanceBeam_g06_c03.avi,BalanceBeam
70,dataset/train/BalanceBeam/v_BalanceBeam_g06_c05.avi,BalanceBeam
71,dataset/train/BalanceBeam/v_BalanceBeam_g07_c02.avi,BalanceBeam
72,dataset/train/BalanceBeam/v_BalanceBeam_g08_c02.avi,BalanceBeam
73,dataset/train/BalanceBeam/v_BalanceBeam_g08_c04.avi,BalanceBeam
74,dataset/train/BalanceBeam/v_BalanceBeam_g09_c02.avi,BalanceBeam
75,dataset/train/BalanceBeam/v_BalanceBeam_g10_c02.avi,BalanceBeam
76,dataset/train/BalanceBeam/v_BalanceBeam_g10_c04.avi,BalanceBeam
77,dataset/train/BalanceBeam/v_BalanceBeam_g12_c04.avi,BalanceBeam
78,dataset/train/BalanceBeam/v_BalanceBeam_g14_c01.avi,BalanceBeam
79,dataset/train/BalanceBeam/v_BalanceBeam_g14_c03.avi,BalanceBeam
80,dataset/train/BalanceBeam/v_BalanceBeam_g15_c03.avi,BalanceBeam
81,dataset/train/BalanceBeam/v_BalanceBeam_g17_c01.avi,BalanceBeam
82,dataset/train/BalanceBeam/v_BalanceBeam_g18_c03.avi,BalanceBeam
83,dataset/train/BalanceBeam/v_BalanceBeam_g19_c01.avi,BalanceBeam
84,dataset/train/BalanceBeam/v_BalanceBeam_g19_c03.avi,BalanceBeam
85,dataset/train/BalanceBeam/v_BalanceBeam_g21_c03.avi,BalanceBeam
86,dataset/train/BalanceBeam/v_BalanceBeam_g21_c05.avi,BalanceBeam
87,dataset/train/BalanceBeam/v_BalanceBeam_g23_c04.avi,BalanceBeam
88,dataset/train/BalanceBeam/v_BalanceBeam_g24_c03.avi,BalanceBeam
89,dataset/train/BalanceBeam/v_BalanceBeam_g25_c01.avi,BalanceBeam
90,dataset/train/Basketball/v_Basketball_g01_c01.avi,Basketball
91,dataset/train/Basketball/v_Basketball_g01_c03.avi,Basketball
92,dataset/train/Basketball/v_Basketball_g01_c05.avi,Basketball
93,dataset/train/Basketball/v_Basketball_g01_c07.avi,Basketball
94,dataset/train/Basketball/v_Basketball_g03_c04.avi,Basketball
95,dataset/train/Basketball/v_Basketball_g03_c06.avi,Basketball
96,dataset/train/Basketball/v_Basketball_g04_c02.avi,Basketball
97,dataset/train/Basketball/v_Basketball_g04_c04.avi,Basketball
98,dataset/train/Basketball/v_Basketball_g07_c02.avi,Basketball
99,dataset/train/Basketball/v_Basketball_g08_c04.avi,Basketball
100,dataset/train/Basketball/v_Basketball_g09_c02.avi,Basketball
101,dataset/train/Basketball/v_Basketball_g09_c04.avi,Basketball
102,dataset/train/Basketball/v_Basketball_g11_c02.avi,Basketball
103,dataset/train/Basketball/v_Basketball_g12_c01.avi,Basketball
104,dataset/train/Basketball/v_Basketball_g13_c02.avi,Basketball
105,dataset/train/Basketball/v_Basketball_g13_c04.avi,Basketball
106,dataset/train/Basketball/v_Basketball_g14_c02.avi,Basketball
107,dataset/train/Basketball/v_Basketball_g14_c04.avi,Basketball
108,dataset/train/Basketball/v_Basketball_g15_c01.avi,Basketball
109,dataset/train/Basketball/v_Basketball_g15_c07.avi,Basketball
110,dataset/train/Basketball/v_Basketball_g16_c02.avi,Basketball
111,dataset/train/Basketball/v_Basketball_g16_c06.avi,Basketball
112,dataset/train/Basketball/v_Basketball_g17_c04.avi,Basketball
113,dataset/train/Basketball/v_Basketball_g19_c05.avi,Basketball
114,dataset/train/Basketball/v_Basketball_g19_c07.avi,Basketball
115,dataset/train/Basketball/v_Basketball_g21_c03.avi,Basketball
116,dataset/train/Basketball/v_Basketball_g22_c05.avi,Basketball
117,dataset/train/Basketball/v_Basketball_g23_c04.avi,Basketball
118,dataset/train/Basketball/v_Basketball_g23_c06.avi,Basketball
119,dataset/train/Basketball/v_Basketball_g25_c02.avi,Basketball
120,dataset/train/BenchPress/v_BenchPress_g01_c05.avi,BenchPress
121,dataset/train/BenchPress/v_BenchPress_g02_c01.avi,BenchPress
122,dataset/train/BenchPress/v_BenchPress_g02_c03.avi,BenchPress
123,dataset/train/BenchPress/v_BenchPress_g03_c02.avi,BenchPress
124,dataset/train/BenchPress/v_BenchPress_g03_c04.avi,BenchPress
125,dataset/train/BenchPress/v_BenchPress_g03_c06.avi,BenchPress
126,dataset/train/BenchPress/v_BenchPress_g04_c01.avi,BenchPress
127,dataset/train/BenchPress/v_BenchPress_g04_c05.avi,BenchPress
128,dataset/train/BenchPress/v_BenchPress_g06_c01.avi,BenchPress
129,dataset/train/BenchPress/v_BenchPress_g06_c05.avi,BenchPress
130,dataset/train/BenchPress/v_BenchPress_g07_c02.avi,BenchPress
131,dataset/train/BenchPress/v_BenchPress_g07_c04.avi,BenchPress
132,dataset/train/BenchPress/v_BenchPress_g08_c05.avi,BenchPress
133,dataset/train/BenchPress/v_BenchPress_g10_c03.avi,BenchPress
134,dataset/train/BenchPress/v_BenchPress_g12_c06.avi,BenchPress
135,dataset/train/BenchPress/v_BenchPress_g13_c01.avi,BenchPress
136,dataset/train/BenchPress/v_BenchPress_g13_c05.avi,BenchPress
137,dataset/train/BenchPress/v_BenchPress_g13_c07.avi,BenchPress
138,dataset/train/BenchPress/v_BenchPress_g14_c02.avi,BenchPress
139,dataset/train/BenchPress/v_BenchPress_g15_c05.avi,BenchPress
140,dataset/train/BenchPress/v_BenchPress_g16_c05.avi,BenchPress
141,dataset/train/BenchPress/v_BenchPress_g18_c03.avi,BenchPress
142,dataset/train/BenchPress/v_BenchPress_g19_c06.avi,BenchPress
143,dataset/train/BenchPress/v_BenchPress_g20_c04.avi,BenchPress
144,dataset/train/BenchPress/v_BenchPress_g21_c01.avi,BenchPress
145,dataset/train/BenchPress/v_BenchPress_g21_c03.avi,BenchPress
146,dataset/train/BenchPress/v_BenchPress_g22_c01.avi,BenchPress
147,dataset/train/BenchPress/v_BenchPress_g22_c03.avi,BenchPress
148,dataset/train/BenchPress/v_BenchPress_g23_c02.avi,BenchPress
149,dataset/train/BenchPress/v_BenchPress_g24_c05.avi,BenchPress
